aacode,dwell_weight,hhld_weight,GOR_EHS,rumorph,Tenure4x,dwtypenx,dwage9x,wallcavx,sap09,hhtype6,hhsizex,agehrpx,agepartx,ageoldx,Uglazing,Uroof,Uextwall,Ugndfloor,Permeability,floorx,efwalar,ebwalar,efwinar,ebwinar,finlivcl,,,,min,mean,max,sd
I0453207,1803,1803,8,1,2,6,2,2,49.22,4,5,44,0,44,4.026845638,0.673499268,2.1,0,26.8017,87.48,65.39,69.26,21.18,17.31,2.9,,,,,,,
I0453209,2155,2174,8,1,1,1,2,2,30.73,1,2,61,62,62,4.026845638,0.394511149,2.1,0.735826705,22.1278,168.73,128.84,79.91,37.26,34.25,3,,,,,,,
I0453211,803,812,8,1,3,8,6,1,46.57,3,2,27,0,27,2.758007117,1.456064827,1.6,0,18.8953,66.72,1240.2,1240.2,310.05,310.05,2.4,,,,,,,
I0453304,1850,1850,8,1,2,5,3,2,20.66,3,2,25,0,25,2.758007117,2.3,2.1,0.749626343,9.8354,34.34,32.15,12.31,4.62,3.08,2.6,,,,,,,
I0453306,2590,2612,8,1,1,2,3,2,63.69,4,10,74,59,74,2.758007117,0.21575985,2.1,0.64130688,27.1556,133.53,18.49,54.68,12.33,19.7,3,,,,,,,
I0453310,1433,1433,8,1,2,7,3,2,61.06,1,2,28,28,28,4.026845638,2.3,2.1,0.554911116,12.8384,76.61,24.41,67.77,16.27,29.04,2.8,,,,,,,
I0453315,1163,1163,8,1,2,7,3,2,61.93,2,4,35,34,35,2.758007117,2.3,2.1,0.588306796,10.5022,53.65,18.13,49.88,12.08,21.38,2.6,,,,,,,
I0453408,1659,1729,8,1,4,1,9,1,64.45,3,4,49,0,49,2.758007117,0.175908222,0.6,0.737018186,15.6118,62.49,68.32,19.29,8.27,8.27,2.4,,,,,,,
I0453409,1451,1463,8,1,1,3,3,2,48.85,4,2,61,0,61,4.026845638,0.278956944,2.1,0.693739255,22.3612,109.38,23.88,76.95,15.92,24.87,2.7,,,,,,,
I0453414,2102,2124,8,1,3,8,6,2,40.78,5,1,30,0,30,2.758007117,2.3,1.7,0,13.316,41.31,1053.99,1053.99,357.21,357.21,2.2,,,,,,,
I0453415,974,985,8,1,4,7,9,1,73.64,6,1,68,0,68,2.758007117,0.21575985,0.6,0,11.3632,55.05,144.51,99.91,35.27,28,2.3,,,,,,,
I0453417,695,724,8,1,4,1,6,1,60.26,3,3,43,0,43,2.758007117,0.21575985,1.6,0.788684814,12.0238,52.4,61.32,16.08,6.89,6.89,2.3,,,,,,,
I0454106,684,684,8,1,3,7,7,1,62.34,5,1,39,0,39,4.026845638,0.673499268,1,0,11.4098,43,112.74,51.61,13.36,20.04,2.3,,,,,,,
I0454107,820,864,8,1,3,2,3,2,53.06,1,2,50,56,56,4.026845638,0.278956944,2.1,0.605117483,19.2753,94.99,21.04,56.64,9.02,14.16,2.9,,,,,,,
I0454116,1965,1986,8,1,1,7,3,2,58.36,6,1,71,0,71,4.026845638,2.3,2.1,0.653069455,10.5937,47.76,44.9,49.83,11.22,12.46,2.9,,,,,,,
I0454118,4676,4726,8,1,1,7,4,2,58.85,4,2,28,0,29,2.758007117,2.3,2.1,0,12.233,42.67,505.48,512.77,203.15,197.68,2.6,,,,,,,
I0454206,754,754,8,1,3,6,3,2,41.88,1,2,77,69,77,4.026845638,0.278956944,2.1,0,12.2555,44.66,20.56,62.94,8.81,6.99,3,,,,,,,
I0454210,829,829,8,1,4,6,3,2,46.57,1,2,52,45,52,4.026845638,2.3,2.1,0.582039993,13.9977,53.2,22.26,73.38,9.54,8.15,2.9,,,,,,,
I0454214,1550,1563,8,1,1,2,3,2,63.71,1,2,35,34,35,2.758007117,0.394511149,2.1,0.540620179,17.8089,104.67,20.87,47.69,8.94,11.92,2.8,,,,,,,
I0454306,567,567,8,1,4,6,3,2,47.88,2,3,29,35,35,4.026845638,2.3,2.1,0.582357833,11.9327,53.88,23.14,51.95,9.92,22.26,2.7,,,,,,,
I0454308,1030,1273,8,1,2,2,2,2,46.13,4,4,60,0,60,2.758007117,2.3,2.1,0.601503016,15.9471,84.39,18.26,46.67,7.83,11.67,2.7,,,,,,,
I0454312,1296,1308,8,1,1,1,3,2,30.53,1,2,50,45,50,2.758007117,0.278956944,2.1,0.797447822,16.8282,68.13,66.06,27.46,12.74,12.78,2.6,,,,,,,
I0454313,674,703,8,1,4,2,3,2,54.15,1,3,57,47,57,2.758007117,0.430147746,2.1,0.789362671,18.8139,61.4,19.7,52.67,8.44,13.17,2.6,,,,,,,
I0454401,1252,1252,8,1,4,7,3,2,68.34,3,2,29,0,29,2.758007117,0.175908222,2.1,0,11.721,61.37,22.77,58.52,9.76,25.08,2.5,,,,,,,
I0454405,1448,1461,8,1,1,2,3,2,55.43,3,3,42,0,42,2.758007117,0.326820604,2.1,0.688367413,20.0015,74.73,17.09,37.03,7.32,9.26,2.6,,,,,,,
I0454410,1494,1507,8,1,1,2,2,2,46.2,2,4,41,34,41,2.758007117,0.394511149,2.1,0.638983729,15.4947,87.66,19.91,56.28,8.53,14.07,2.7,,,,,,,
I0454413,939,1160,8,1,2,1,7,1,46.67,5,1,53,0,53,4.026845638,0.394511149,1,0.72461096,14.0461,68.01,14.84,85.86,6.36,4.24,2.4,,,,,,,
I0454415,923,1140,8,1,2,2,5,1,62.96,5,1,38,0,38,2.758007117,0.378819073,1.6,0.689089502,17.8367,112.66,35.42,61.38,8.86,15.35,2.4,,,,,,,
I0454417,915,1130,8,1,2,1,2,2,46.98,5,1,25,0,25,4.026845638,0.394511149,2.1,0.748894195,17.1615,93.46,92.16,41.36,13.67,11.3,2.7,,,,,,,
I0454418,947,1170,8,1,2,2,3,2,59.58,3,4,33,0,33,2.758007117,0.394511149,2.1,0.573285596,17.4423,84.19,20.98,44.75,8.99,11.19,2.7,,,,,,,
I0461102,723,723,8,1,3,7,7,1,66.29,2,3,56,31,56,2.758007117,2.3,1,1.008460151,9.4297,49.25,153.76,157.74,0,25.86,2.3,,,,,,,
I0461112,923,1140,8,1,2,4,5,1,45.29,4,4,54,53,54,4.026845638,0.497566252,1.6,0.89798514,17.6328,71.59,61.44,69.84,15.36,7.76,2.5,,,,,,,
I0461204,1041,1041,8,1,3,8,5,2,57.39,2,5,42,39,42,2.758007117,2.3,2.1,2.042484069,30,55.08,714.55,913.3,306.23,228.32,2.4,,,,,,,
I0461205,1120,1130,8,1,1,1,2,2,34.88,1,2,64,63,64,4.026845638,0.497566252,2.1,0.707542523,26.7253,163.21,38.62,155.94,16.55,18.77,3,,,,,,,
I0461208,707,707,8,1,2,7,4,2,53.64,4,4,21,0,22,4.026845638,2.3,2.1,1.778994148,30,73.87,678.7,500.91,158.68,176.96,2.5,,,,,,,
I0461209,725,756,8,1,4,2,9,1,76.78,3,7,39,0,39,2.758007117,0.175908222,0.6,0.44378441,20.9499,115.17,31.82,31.82,7.96,7.96,2.3,,,,,,,
I0461212,819,819,8,1,3,7,8,1,70.41,5,1,31,0,31,4.026845638,0.497566252,0.6,0,8.547,45.01,77.83,138.25,22.49,15.36,2.3,,,,,,,
I0461214,723,723,8,1,2,7,6,1,60.98,5,1,34,0,34,2.758007117,2.3,1.6,0.88388408,12.2106,50.41,196.5,133.01,27.18,90.68,88.8,,,,,,,
I0461307,874,874,8,1,3,7,8,2,38.54,6,1,60,0,60,4.026845638,2.3,0.6,0.665239764,13.177,54.63,153.78,29.69,16.46,12.72,2.9,,,,,,,
I0461308,753,753,8,1,3,6,2,2,52.31,5,1,52,0,52,4.026845638,2.3,2.1,0.548507899,13.0688,64.43,44.21,57.78,18.95,24.76,2.8,,,,,,,
I0461402,1273,1273,8,1,3,7,5,2,64.94,6,1,75,0,75,2.758007117,2.3,2.1,1.433873258,26.9726,74.93,235.54,235.54,48.39,48.39,2.6,,,,,,,
I0461410,816,816,8,1,2,7,7,1,54.88,2,4,52,56,56,4.026845638,2.3,1,0,13.0305,44.89,53.66,49.37,13.42,12.34,2.3,,,,,,,
I0461412,697,,8,1,3,7,6,1,70.53,,,,,,,,,,,39.67,85.97,60.5,15.12,15.12,2.5,,,,,,,
I0462107,653,653,8,1,3,7,2,2,60.86,2,5,41,26,41,4.026845638,2.3,2.1,0,13.0814,66.69,91.28,138.6,45.64,59.4,2.5,,,,,,,
I0462112,1916,1936,8,1,1,7,3,2,69.49,1,2,58,57,58,4.026845638,2.3,2.1,0,16.193,88.71,251.93,94.99,107.97,40.71,2.7,,,,,,,
I0462113,672,672,8,1,4,7,8,2,70.4,1,2,50,45,50,2.758007117,2.3,0.6,0.722677023,9.2642,69.6,73.86,94.29,10.11,27.86,2.2,,,,,,,
I0462114,697,,8,1,3,7,5,2,67.72,,,,,,,,,,,55.47,334.53,288.49,163.87,137.57,2.3,,,,,,,
I0462202,640,647,8,1,3,7,6,1,60.74,4,3,49,0,49,4.026845638,2.3,1.6,0,24.3544,78.36,678.18,519.89,149.33,188.16,2.2,,,,,,,
I0462405,1371,1383,8,1,1,2,1,2,42.1,1,2,58,63,63,4.026845638,0.497566252,2.1,0.488267313,23.2945,113.57,23.83,23.83,10.21,10.21,2.9,,,,,,,
I0462410,634,668,8,1,3,2,7,1,70.32,1,2,55,62,62,4.026845638,0.326820604,1,0.516215122,19.3098,92.42,24.8,33.07,16.54,8.27,2.4,,,,,,,
I0463103,811,845,8,1,4,2,6,1,70.86,2,5,55,58,58,2.758007117,0.394511149,1.6,0.412824348,15.4415,88.86,19.28,19.28,8.26,8.26,2.3,,,,,,,
I0463104,2200,2219,8,1,1,2,2,2,3.69,6,1,79,0,79,4.026845638,0.175908222,2.1,0.62443429,19.5196,100.65,13.63,60.03,13.63,23.31,2.8,,,,,,,
I0463106,776,,8,1,2,7,6,1,63.91,,,,,,,,,,,70.01,387.43,387.43,125.61,125.61,2.4,,,,,,,
I0463107,811,845,8,1,4,2,3,2,59.23,1,2,33,41,41,4.026845638,0.278956944,2.1,0.604416829,18.1291,90.68,21.45,47.62,9.19,20.41,2.8,,,,,,,
I0463110,819,863,8,1,3,3,9,1,65.67,1,2,65,72,72,2.758007117,0.307807607,0.6,0.705328784,15.4425,74.35,70.67,13.84,7.91,5.93,2.4,,,,,,,
I0463117,1272,,8,1,1,1,2,2,31.87,,,,,,,,,,,137.59,127.36,63.41,12.63,15.85,3,,,,,,,
I0463201,1245,1245,8,1,4,6,3,2,54.91,5,1,49,0,49,4.026845638,2.3,2.1,0.575634114,9.8691,51.9,31.61,65.01,13.55,27.86,2.9,,,,,,,
I0463202,1074,1119,8,1,4,5,2,2,38.83,5,1,57,0,57,4.026845638,0.21575985,2.1,0.94093205,8.2905,29.16,37.66,32.76,8.23,0,2.2,,,,,,,
I0463208,684,684,8,1,3,7,6,1,52.6,1,2,59,61,61,2.758007117,2.3,1.6,0,9.92,40.21,150.92,171.5,64.68,86.24,2.2,,,,,,,
I0463209,681,718,8,1,3,2,6,1,49.94,5,1,49,0,49,2.758007117,2.3,1.6,0.605147406,15.6532,86.03,20.61,57.58,8.83,8.83,2.3,,,,,,,
I0463211,1446,1446,8,1,2,7,4,2,68.7,4,3,25,0,25,2.758007117,2.3,1.6,0.872830208,15.0763,113.58,291.99,361.08,125.14,154.75,2.1,,,,,,,
I0463303,723,723,8,1,3,7,5,2,59.97,3,4,45,0,45,2.758007117,2.3,2.1,1.704935727,21.1569,75.16,332.87,332.87,73.64,73.64,2.4,,,,,,,
I0463307,1180,1458,8,1,2,2,9,1,66.16,4,2,37,0,37,2.758007117,0.326820604,0.6,0.485821602,15.7838,65.41,24.35,25.2,6.09,2.8,2.5,,,,,,,
I0463309,1771,1790,8,1,1,7,5,1,72.02,2,4,39,39,39,2.758007117,0.21575985,1.6,0,25.568,87.69,56.3,56.3,14.08,14.08,2.3,,,,,,,
I0463310,870,870,8,1,4,6,2,1,58.68,3,2,44,0,44,4.026845638,2.3,2.1,0.894274449,10.5823,43.71,72.24,144.95,30.96,62.12,3,,,,,,,
I0463311,684,684,8,1,3,7,5,1,67.21,1,2,64,63,64,2.758007117,2.3,1.6,0.78888033,9.1369,50.07,134.12,58.75,14.69,14.69,2.3,,,,,,,
I0463401,604,604,8,1,3,7,4,2,61.95,1,3,52,50,52,2.758007117,2.3,2.1,0,17.1911,54.75,439.3,419.87,179.37,279.91,2.5,,,,,,,
I0463406,1566,1566,8,1,2,6,2,2,54.16,1,2,27,28,28,4.026845638,0.278956944,2.1,0,11.2848,41.64,130.22,87.56,19.22,8.56,88.8,,,,,,,
I0463410,704,704,8,1,4,7,4,2,68.39,5,1,37,0,37,2.758007117,2.3,2.1,0,11.17,35.76,273.04,214.23,143.96,91.81,2.5,,,,,,,
I0463412,1920,1940,8,1,1,7,9,1,74.27,5,1,44,0,44,2.758007117,0.243321873,0.6,0,12.0487,53.52,140.4,166.16,25.76,0,88.8,,,,,,,
I0463415,634,634,8,1,4,7,4,2,58.89,5,1,59,0,59,2.758007117,2.3,1.6,0,10.7395,61.26,145.98,246.88,62.56,62.56,2.6,,,,,,,
I0464101,1815,1835,8,1,1,7,9,1,78.03,1,2,37,27,37,2.758007117,2.3,0.6,0,15.0629,85.04,501.21,533.68,257.94,228.72,2.3,,,,,,,
I0464104,861,861,8,1,2,7,9,1,73.38,1,2,31,29,31,2.758007117,0.326820604,0.6,0,21.0049,73.57,534.4,487.33,111.67,158.74,2.4,,,,,,,
I0464106,2619,2647,8,1,3,8,6,2,62.91,3,2,27,0,27,2.758007117,1.456064827,1.7,0,18.1288,58.19,1476.74,1476.74,780.27,780.27,2.4,,,,,,,
I0464109,580,580,8,1,4,7,3,2,67.54,6,1,77,0,77,2.758007117,2.3,2.1,0,10.0908,32.23,481.6,437.95,87.3,130.95,2.7,,,,,,,
I0464112,1271,1284,8,1,1,7,6,1,67.13,1,2,68,71,71,2.758007117,1.456064827,1.6,0,22.547,77.09,332.56,231.11,88.18,88.18,2.5,,,,,,,
I0464113,1556,1556,8,1,3,7,5,1,71.27,3,2,19,0,19,2.758007117,2.3,1.6,0,11.2221,42.55,276.1,309.1,132,99,2.5,,,,,,,
I0464115,3398,3435,8,1,3,8,6,1,72.72,4,2,41,0,41,2.758007117,2.3,1.6,0,14.9866,50.39,826.4,826.4,281.3,281.3,2.4,,,,,,,
I0464208,810,810,8,1,3,7,5,1,69.49,3,2,45,0,45,2.758007117,2.3,1.6,0.557625781,27.6129,133.83,79.76,69.59,26.76,37.74,2.4,,,,,,,
I0464211,998,998,8,1,4,7,6,1,69.43,3,3,42,0,42,2.758007117,0.329079151,1.6,0,14.9402,76.24,308.55,187.43,80.33,80.33,2.3,,,,,,,
I0464302,985,985,8,1,2,7,9,1,77.84,6,1,73,0,73,2.758007117,2.3,0.6,0,9.418,34.2,87.86,173.76,29.61,57.78,2.3,,,,,,,
I0464303,826,826,8,1,2,8,9,2,79.58,2,4,37,40,40,2.758007117,0.243321873,0.6,0,20.7267,74.73,1248.15,1363.03,589.62,474.75,88.8,,,,,,,
I0464304,830,830,8,1,4,7,7,1,52.7,6,1,83,0,83,2.758007117,2.3,1,1.185796483,12.0235,41.49,262.34,168.05,68.88,53.63,2.3,,,,,,,
I0464307,985,995,8,1,3,8,9,2,83.22,6,1,61,0,61,2.758007117,2.3,0.6,0,20.7662,76.57,2325.6,2325.6,632.4,632.4,2.3,,,,,,,
I0464308,693,693,8,1,4,7,9,1,75.54,5,1,28,0,28,2.758007117,2.3,0.6,0,12.3316,39.94,338.34,622.17,97.23,143.31,2.9,,,,,,,
I0464309,1501,1517,8,1,1,7,9,1,75.6,4,2,31,0,31,2.758007117,0.243321873,0.6,0,11.0951,59.63,108.34,67.4,22.49,28.89,2.2,,,,,,,
I0464312,1624,1641,8,1,1,7,9,1,67.87,5,1,40,0,40,4.026845638,2.3,0.6,0,11.7017,38.44,147.95,147.95,30.4,30.4,2.3,,,,,,,
I0464412,865,902,8,1,4,2,9,1,69.61,4,3,44,0,49,2.758007117,0.326820604,0.6,0.627020761,22.4206,77.18,25.23,15.58,10.81,10.39,2.4,,,,,,,
I0464414,693,693,8,1,4,8,4,2,57.05,1,3,68,69,69,2.758007117,2.3,2.1,1.219507249,10.91,68.67,419.11,366.13,207.93,329.93,2.5,,,,,,,
I0464416,604,604,8,1,3,7,9,1,74.89,3,4,35,0,35,2.758007117,0.175908222,0.6,0,13.1195,65.85,182.22,207.46,78.09,52.85,2.3,,,,,,,
I0481101,601,626,8,1,4,2,8,1,62.69,2,3,28,34,34,4.026845638,0.497566252,0.6,0.506639789,16.9755,49.88,16.73,16.73,4.18,4.18,2.3,,,,,,,
I0481105,684,691,8,1,3,8,6,1,47.76,6,1,75,0,75,2.758007117,2.3,1.6,0,19.6998,47.06,1161.65,861.46,437.89,95.72,2.4,,,,,,,
I0481106,1378,,8,1,2,2,3,2,60.29,,,,,,,,,,,71.52,19.38,22.14,8.3,5.54,2.7,,,,,,,
I0481107,604,604,8,1,3,7,5,1,69.21,3,4,50,0,50,2.758007117,0.394511149,1.6,0,25.7958,66.01,319.03,140.66,45.9,60.28,2.3,,,,,,,
I0481205,796,983,8,1,2,2,2,2,54.52,4,4,22,0,26,2.758007117,0.44212914,2.1,0.61310817,14.6244,78.24,16.65,38.51,11.1,16.5,2.6,,,,,,,
I0481206,1467,1467,8,1,2,6,3,2,58.03,5,1,50,0,50,4.026845638,2.3,2.1,0.555468471,8.7287,53.06,28.72,47.01,12.31,11.75,2.5,,,,,,,
I0481209,2042,2060,8,1,1,2,2,2,51.32,2,4,44,34,44,2.758007117,2.3,2.1,0.616677153,15.0846,82.59,15.35,38.27,10.23,16.4,2.5,,,,,,,
I0481211,725,756,8,1,4,2,8,1,65.25,2,4,51,44,51,2.758007117,0.394511149,0.6,0.463224904,13.2724,73.06,19.83,17,8.5,11.33,2.4,,,,,,,
I0481216,1135,1402,8,1,2,2,4,2,66.09,2,7,50,31,50,2.758007117,0.326820604,2.1,0.598359953,24.5087,90.15,24.31,24.31,10.42,10.42,2.5,,,,,,,
I0481217,742,,8,1,2,2,2,2,47.16,,,,,,,,,,,80.11,17,44.81,7.28,11.2,2.6,,,,,,,
I0481307,2504,2525,8,1,1,2,3,2,52.78,1,6,49,53,53,2.758007117,2.3,2.1,0.598929185,17.3539,94.36,20.12,42.87,8.62,18.37,2.7,,,,,,,
I0481309,1476,1489,8,1,1,2,3,1,48.63,2,4,36,35,36,2.758007117,2.3,2.1,0.656124289,15.5299,93.49,17.1,53.18,7.33,16.1,2.7,,,,,,,
I0481310,889,889,8,1,2,6,3,1,51.8,2,3,42,32,42,2.758007117,2.3,1.6,0.652949627,9.2903,66.93,100.59,39.6,19.43,11.15,2.7,,,,,,,
I0481312,709,709,8,1,3,7,4,1,67.5,6,1,76,0,76,2.758007117,2.3,1.6,1.194620536,8.6768,44.41,198.62,104.4,103.29,44.74,2.4,,,,,,,
I0481317,873,1078,8,1,2,1,5,1,50.14,3,2,34,0,34,2.758007117,1.041902605,1.6,0.797243611,17.1465,92.22,97.1,36.04,13.67,15.45,2.5,,,,,,,
I0481319,685,846,8,1,2,1,3,2,43.6,2,4,42,42,42,2.758007117,0.497566252,2.1,0.73606123,17.9912,83.26,77.21,21.95,9.41,9.41,2.7,,,,,,,
I0481401,723,723,8,1,2,7,9,1,77.27,4,2,39,0,39,2.758007117,2.3,0.6,0,12.51,44.41,231.16,247.86,78.67,61.96,2.3,,,,,,,
I0481406,1332,1332,8,1,1,8,9,2,47.21,5,1,30,0,30,2.758007117,2.3,0.6,0,19.7309,51.49,807.18,782.65,163.94,161.21,88.8,,,,,,,
I0481408,723,762,8,1,3,2,4,2,67.79,3,3,41,0,41,2.758007117,0.148482892,2.1,0.502785114,15.2255,56.63,16.94,16.94,7.26,7.26,2.5,,,,,,,
I0481412,720,890,8,1,2,1,8,1,52.16,2,5,35,30,35,2.758007117,0.497566252,0.6,0.719309734,12.1877,72.32,56.56,29.73,19.73,6.31,2.3,,,,,,,
I0481415,831,831,8,1,4,7,9,1,66.42,6,1,62,0,62,2.758007117,0.673499268,0.6,0,9.1177,39.69,69.01,69.01,29.57,29.57,2.4,,,,,,,
I0482101,698,862,8,1,2,2,9,1,73.87,4,3,21,0,22,2.758007117,0.243321873,0.6,0.603079577,15.7492,83.5,16.68,33.79,7.15,14.48,3,,,,,,,
I0482105,1446,1446,8,1,1,8,5,2,55.59,6,1,62,0,62,2.758007117,2.3,2.1,0,17.2943,45.23,513,380.65,268.47,253.76,2.6,,,,,,,
I0482107,2619,2619,8,1,3,7,7,1,58.21,6,1,61,0,61,2.758007117,2.3,1,0.673559647,9.8656,44.46,57.88,41.34,24.8,41.34,2.4,,,,,,,
I0482108,3047,3047,8,1,2,7,9,1,79.04,4,3,26,0,34,2.758007117,2.3,0.6,0,14.0721,53.27,212,146.28,53,97.52,2.4,,,,,,,
I0482109,614,614,8,1,3,7,5,2,62.84,1,4,45,57,57,2.758007117,2.3,2.1,0,23.15,69.14,488.39,555.17,267.12,200.34,2.4,,,,,,,
I0482110,695,702,8,1,3,8,6,2,42.83,5,1,50,0,50,2.758007117,1.456064827,1.7,0,18.4324,51.12,715.98,703.42,163.29,217.72,2.4,,,,,,,
I0482112,1660,1677,8,1,1,7,9,1,73.62,5,1,41,0,41,2.758007117,0.283947112,0.6,0,12.4554,42.48,217.32,104.94,58.51,11.66,2.4,,,,,,,
I0482114,2731,2846,8,1,4,2,2,1,63.16,2,8,56,46,56,2.758007117,2.3,2.1,0.610287032,12.5971,82.18,21.1,51.79,5.27,12.95,2.8,,,,,,,
I0482205,1004,1004,8,1,2,8,9,2,66.05,1,3,25,25,25,2.758007117,2.3,0.6,0,30,86.53,422.59,1071.31,767.75,119.03,2.3,,,,,,,
I0482207,655,655,8,1,4,7,5,2,54.31,4,2,52,0,52,4.026845638,2.3,2.1,1.722250937,28.862,71.55,367.66,533.41,139.18,183.09,2.4,,,,,,,
I0482210,614,614,8,1,3,7,5,1,61.08,2,5,44,34,44,2.758007117,2.3,1.6,0,20.7759,69.3,412.23,365.06,150.63,197.8,2.4,,,,,,,
I0482212,1780,1780,8,1,1,8,9,1,69.03,1,2,32,29,32,2.758007117,2.3,0.6,1.252136329,16.9809,73.79,666.46,639.61,148.23,235.77,2.4,,,,,,,
I0482215,745,745,8,1,3,7,6,1,68.98,6,1,84,0,84,2.758007117,2.3,1.6,1.033967283,11.2239,58.92,163.37,132.84,52.07,82.6,2.4,,,,,,,
I0482218,1950,1950,8,1,2,8,9,1,73.12,1,2,35,30,35,2.758007117,2.3,0.6,0,20.7987,51.35,561.14,374.8,240.49,160.63,88.8,,,,,,,
I0482221,1485,1485,8,1,2,8,9,1,78.72,4,3,23,0,23,2.758007117,2.3,0.6,0,19.9765,96.63,1203.19,1750.83,524.69,615.57,88.8,,,,,,,
I0482222,743,,8,1,2,8,9,2,77.1,,,,,,,,,,,79.97,1230.12,1230.12,4920.48,4920.48,3.1,,,,,,,
I0482302,640,640,8,1,3,7,6,1,66.45,2,6,37,34,37,2.758007117,0.278956944,1.6,0,27.6391,85.96,359.55,359.55,67.42,67.42,2.4,,,,,,,
I0482311,1055,1055,8,1,2,8,9,1,66.09,1,2,29,26,29,2.758007117,2.3,0.6,0,17.2908,52.25,590.01,1538.54,137.93,384.63,2.3,,,,,,,
I0482312,966,1194,8,1,2,7,8,1,61.2,5,1,33,0,33,2.758007117,0.356152929,0.6,0,10.4657,63.7,198.89,104.44,51.38,44.76,2.2,,,,,,,
I0482314,1033,1033,8,1,2,8,9,1,79.17,4,3,22,0,25,2.758007117,2.3,0.6,0,12.5696,125.37,397.71,348,99.43,149.14,2.4,,,,,,,
I0482317,1186,1186,8,1,2,8,9,2,53.79,1,2,30,29,30,2.758007117,2.3,0.6,0,22.6401,53.49,2662.08,2271.91,665.52,367.16,2.7,,,,,,,
I0482410,611,618,8,1,3,8,6,1,73.14,6,1,78,0,78,2.758007117,2.3,1.6,0,15.6449,42.73,881.48,804.19,220.37,286.95,2.3,,,,,,,
I0482411,594,600,8,1,4,8,9,1,82.36,1,2,28,29,29,2.758007117,2.3,0.6,0,19.1559,61.03,515.61,303.55,99.45,75.89,88.8,,,,,,,
I0482412,765,945,8,1,2,1,8,1,60.71,1,2,44,42,44,2.758007117,0.278956944,0.6,0.702699743,18.509,104.62,104.94,32.34,8.09,8.09,2.5,,,,,,,
I0482414,837,1034,8,1,2,2,9,1,72.8,3,3,33,0,33,2.758007117,0.21575985,0.6,0.428824828,16.4743,73.61,19.93,17.44,4.98,7.47,2.4,,,,,,,
I0482416,697,,8,1,3,2,6,1,57.86,,,,,,,,,,,79.06,18.81,18.81,8.06,8.06,2.3,,,,,,,
I0482418,2037,2037,8,1,2,7,6,1,68.34,1,2,27,27,27,2.758007117,2.3,1.6,0,9.035,45.29,149.57,180.82,39.11,26.08,2.4,,,,,,,
I0483101,830,830,8,1,4,7,9,2,74.61,5,1,51,0,51,2.758007117,0.243321873,0.4,0,14.4395,60.91,159.94,303.76,68.54,68.54,2.3,,,,,,,
I0483104,1011,1011,8,1,2,7,6,2,65.75,4,5,30,0,30,2.758007117,0.175908222,1.7,0,11.7312,65.12,207.1,207.1,33.39,33.39,2.4,,,,,,,
I0483105,1982,1999,8,1,1,1,9,1,59.42,2,3,44,36,44,4.026845638,0.326820604,0.6,0.701488125,20.7324,98.37,77.57,31.93,8.62,9.33,2.3,,,,,,,
I0483110,639,646,8,1,4,8,5,1,72.39,5,1,58,0,58,2.758007117,2.3,1.6,0,17.8889,57.83,1615.44,1615.44,403.86,403.86,2.4,,,,,,,
I0483117,693,693,8,1,4,7,5,2,68.66,4,4,74,0,74,2.758007117,2.3,2.1,0,17.0932,76.54,720.2,720.2,164.53,164.53,2.6,,,,,,,
I0483121,619,625,8,1,4,8,6,2,57.3,3,2,27,0,27,2.758007117,2.3,1.7,0,21.6836,78.97,2225.44,2225.44,440.19,440.19,2.4,,,,,,,
I0483213,612,612,8,1,3,7,5,1,67.44,2,7,44,40,44,2.758007117,2.3,1.6,1.473494315,21.3468,82.01,389.02,337.61,87.14,70.72,2.3,,,,,,,
I0483301,1272,,8,1,1,6,2,2,54.63,,,,,,,,,,,75.76,21.24,49.39,9.1,12.35,2.3,,,,,,,
I0483303,3344,3344,8,1,2,6,2,2,54.96,1,2,59,72,72,2.758007117,2.3,2.1,0.610148854,7.52,55.06,23.48,73.23,10.06,12.08,3,,,,,,,
I0483306,634,634,8,1,4,7,9,1,76.2,3,3,30,0,30,2.758007117,2.3,0.6,0.764252233,13.4669,64.87,170.72,119.93,18,12.16,2.3,,,,,,,
I0483307,1557,1574,8,1,1,7,9,1,75.71,5,1,30,0,30,2.758007117,0.243321873,0.6,0,18.6971,50.59,596.97,506.55,152.13,147.95,88.8,,,,,,,
I0483309,1903,1923,8,1,1,7,6,1,70.44,5,1,34,0,34,2.758007117,0.394511149,1.6,0,12.8646,95.39,84.94,28.2,12.09,12.09,2.3,,,,,,,
I0483312,614,614,8,1,3,7,6,2,71.53,2,7,40,39,40,2.758007117,2.3,1.7,0,8.9573,60.1,232.56,124.85,42.84,31.21,2.3,,,,,,,
I0483314,4755,4755,8,1,2,7,6,1,19.34,2,3,29,29,29,2.758007117,0.459182655,1.6,0,11.6776,39.76,227.08,139.92,34.98,34.98,2.4,,,,,,,
I0483316,967,967,8,1,2,7,9,1,77.43,2,3,32,30,32,2.758007117,0.243321873,0.6,0,13.8682,54.39,56.75,124.86,24.32,53.51,88.8,,,,,,,
I0483320,2684,2684,8,1,4,7,9,1,70.1,6,1,92,0,92,2.758007117,2.3,0.6,0.820408123,14.7033,59.27,212.11,115.67,39.97,49.57,2.3,,,,,,,
I0483408,725,725,8,1,3,7,6,2,72.89,5,1,55,0,55,2.758007117,2.3,0.8,0.645040608,7.2316,48.43,75.73,25.3,6.32,6.32,2.3,,,,,,,
